study_id,Study Class,Treatment Focus (Study level),Total N Randomized,Intervention Group,Treatment Focus (Arm level),Treatment Focus Subclass (Arm level),N Completed Outcome Measurement,N Completed Outcome Measurement Detail,Publication Treatment Name,NCPTSD Treatment Name,Psychotherapy,Psychotherapy Subclass,Pharmacotherapy,Pharmacotherapy Subclass,CIH,CIH Subclass,Nonpharm Biologic,Nonpharm Cognitive Therapy,Control,Other,Collaborative Care,Format,Delivery Method,Arm N Randomized,Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point Category,Follow-up Assessment in Weeks,Measure Score Detail,Measure Score Mean,Measure Score Standard Deviation,Measure Score Type of Variance Measure,Measure Score Variance Value or Lower Bound,Measure Score Variance Upper Bound,Score Difference from Baseline Detail,Score Difference from Baseline,Score Difference from Baseline Standard Deviation,Score Difference from Baseline 95% CI Lower Bound,Score Difference from Baseline 95% CI Upper Bound,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Diagnostic Change Definition 1,Percent Achieved Diagnostic Change Definition 1,Additional Defs of Diagnostic Change,Clinically Meaningful Response Definition 1,Percent Achieved Clinically Meaningful Response Definition 1,Additional Defs of Clinically Meaningful Response,Military Status (Study level),Active Duty Military Percent (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
mclay2017_CAPS_A_12_ITT,Psychotherapy,PTSD,81,A,PTSD,,33,,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In Person,43,Structured Clinical Interview,CAPS,CAPS,ITT,Listwise deletion,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Assessment at 3 to <6 Months,12,,58.2,29.2,,,,,-11,24.4,,,,,,,,,,,,,,,,,,,,≥30% decrease in CAPS score,0.303,Additional definitions of Clinically Meaningful Response reported in the study,Active Duty Military,1,0,0,0.037,,0.963,Combat-related,,Medium,"McLay RN, Baird A, Webb-Murphy J, et al. A randomized, head-to-head study of virtual reality exposuretherapy for posttraumatic stress disorder. Cyberpsychol Behav Soc Netw. 2017 Apr;20(4):218-24. doi: 10.1089/cyber.2016.0554. PMID: 28394217.",36339,2019
mclay2017_CAPS_A_Baseline_ITT,Psychotherapy,PTSD,81,A,PTSD,,42,,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In Person,43,Structured Clinical Interview,CAPS,CAPS,ITT,Listwise deletion,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,76.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Duty Military,1,0,0,0.037,,0.963,Combat-related,,Medium,"McLay RN, Baird A, Webb-Murphy J, et al. A randomized, head-to-head study of virtual reality exposuretherapy for posttraumatic stress disorder. Cyberpsychol Behav Soc Netw. 2017 Apr;20(4):218-24. doi: 10.1089/cyber.2016.0554. PMID: 28394217.",36339,2019
mclay2017_CAPS_B_0_ITT,Psychotherapy,PTSD,81,B,Control,,43,,Control exposure therapy,Exposure therapy,Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In Person,38,Structured Clinical Interview,CAPS,CAPS,ITT,Listwise deletion,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,56.8,25.1,,,,,-18.4,28.6,,,,,,,,,,,,,,,,,,,,≥30% decrease in CAPS score,0.3721,Additional definitions of Clinically Meaningful Response reported in the study,Active Duty Military,1,0,0,0.037,,0.963,Combat-related,,Medium,"McLay RN, Baird A, Webb-Murphy J, et al. A randomized, head-to-head study of virtual reality exposuretherapy for posttraumatic stress disorder. Cyberpsychol Behav Soc Netw. 2017 Apr;20(4):218-24. doi: 10.1089/cyber.2016.0554. PMID: 28394217.",36339,2019
mclay2017_CAPS_B_12_ITT,Psychotherapy,PTSD,81,B,Control,,33,,Control exposure therapy,Exposure therapy,Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In Person,38,Structured Clinical Interview,CAPS,CAPS,ITT,Listwise deletion,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Assessment at 3 to <6 Months,12,,62.6,28,,,,,-18,33.7,,,,,,,,,,,,,,,,,,,,≥30% decrease in CAPS score,0.3636,Additional definitions of Clinically Meaningful Response reported in the study,Active Duty Military,1,0,0,0.037,,0.963,Combat-related,,Medium,"McLay RN, Baird A, Webb-Murphy J, et al. A randomized, head-to-head study of virtual reality exposuretherapy for posttraumatic stress disorder. Cyberpsychol Behav Soc Netw. 2017 Apr;20(4):218-24. doi: 10.1089/cyber.2016.0554. PMID: 28394217.",36339,2019
mclay2017_CAPS_B_Baseline_ITT,Psychotherapy,PTSD,81,B,Control,,43,,Control exposure therapy,Exposure therapy,Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In Person,38,Structured Clinical Interview,CAPS,CAPS,ITT,Listwise deletion,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,74.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Duty Military,1,0,0,0.037,,0.963,Combat-related,,Medium,"McLay RN, Baird A, Webb-Murphy J, et al. A randomized, head-to-head study of virtual reality exposuretherapy for posttraumatic stress disorder. Cyberpsychol Behav Soc Netw. 2017 Apr;20(4):218-24. doi: 10.1089/cyber.2016.0554. PMID: 28394217.",36339,2019
mcrae2004_CAPS_A_0_NA,Pharmacotherapy,PTSD,37,A,PTSD,,13,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Structured Clinical Interview,CAPS,CAPS-2 (17-item total severity score),,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,28.77,22.2,,,,,-40.08,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_CAPS_A_Baseline_NA,Pharmacotherapy,PTSD,37,A,PTSD,,13,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Structured Clinical Interview,CAPS,CAPS-2 (17-item total severity score),,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,68.85,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_CAPS_B_0_NA,Pharmacotherapy,PTSD,37,B,PTSD,,13,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Structured Clinical Interview,CAPS,CAPS-2 (17-item total severity score),,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,29.08,25.4,,,,,-44.69,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_CAPS_B_Baseline_NA,Pharmacotherapy,PTSD,37,B,PTSD,,13,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Structured Clinical Interview,CAPS,CAPS-2 (17-item total severity score),,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,73.77,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_DTS_A_0_NA,Pharmacotherapy,PTSD,37,A,PTSD,,,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Self report,DTS,DTS,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,33.31,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_DTS_A_Baseline_NA,Pharmacotherapy,PTSD,37,A,PTSD,,,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Self report,DTS,DTS,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,73.46,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_DTS_B_0_NA,Pharmacotherapy,PTSD,37,B,PTSD,,,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Self report,DTS,DTS,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,35.92,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_DTS_B_Baseline_NA,Pharmacotherapy,PTSD,37,B,PTSD,,,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Self report,DTS,DTS,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,67.31,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_TOP-8_A_0_NA,Pharmacotherapy,PTSD,37,A,PTSD,,,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Structured Clinical Interview,TOP-8,TOP-8,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,5.54,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_TOP-8_A_Baseline_NA,Pharmacotherapy,PTSD,37,A,PTSD,,,,Nefazodone,Nefazodone,No,Not Applicable,Yes,Antidepressant: Other,No,Not Applicable,No,No,No,No,No,Individual,In Person,18,Structured Clinical Interview,TOP-8,TOP-8,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,16.23,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_TOP-8_B_0_NA,Pharmacotherapy,PTSD,37,B,PTSD,,,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Structured Clinical Interview,TOP-8,TOP-8,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",End of Treatment,0,,5.62,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
mcrae2004_TOP-8_B_Baseline_NA,Pharmacotherapy,PTSD,37,B,PTSD,,,,Sertraline,Sertraline,No,Not Applicable,Yes,Antidepressant: SSRI,No,Not Applicable,No,No,No,No,No,Individual,In Person,19,Structured Clinical Interview,TOP-8,TOP-8,,,"Repeated-measures ANOVA, two separate analyses: 1) change from pretreatment to posttreatment, 2) pretreatment, posttreatment, and 3-month followup.",Baseline,,,17.46,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.7692,,0.2308,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",High,"McRae AL, Brady KT, Mellman TA, et al. Comparison of nefazodone and sertraline for the treatment of posttraumatic stress disorder. Depress Anxiety. 2004;19(3):190-6. doi: 10.1002/da.20008. PMID: 15129422.",26720,2019
meredith2016_CAPS_A_0_ITT,Collaborative care,PTSD,404,A,PTSD,,129,,Collaborative Care,Collaborative care,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,No,No,No,Yes,Individual,Mixed,206,Structured Clinical Interview,CAPS,CAPS,ITT,Sequential imputation,Linear mixed-effect model,End of Treatment,0,,46.9,,95% CI,42.8,50.9,,-24.2,,,,,,,,,,p<0.0001,,,,,,,,Not meeting criteria for PTSD according to past month CAPS,0.567,,,,,Community,,,1,0.8056,,0.1944,,,Medium,"Meredith LS, Eisenman DP, Han B, et al. Impact of collaborative care for underserved patients with PTSD in primary care: a randomized controlled trial. J Gen Intern Med. 2016 May;31(5):509-17. doi: 10.1007/s11606-016-3588-3. PMID: 26850413.",44675,2019
meredith2016_CAPS_A_Baseline_ITT,Collaborative care,PTSD,404,A,PTSD,,184,,Collaborative Care,Collaborative care,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,No,No,No,Yes,Individual,Mixed,206,Structured Clinical Interview,CAPS,CAPS,ITT,Sequential imputation,Linear mixed-effect model,Baseline,,,71.1,,95% CI,67.9,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.8056,,0.1944,,,Medium,"Meredith LS, Eisenman DP, Han B, et al. Impact of collaborative care for underserved patients with PTSD in primary care: a randomized controlled trial. J Gen Intern Med. 2016 May;31(5):509-17. doi: 10.1007/s11606-016-3588-3. PMID: 26850413.",44675,2019
meredith2016_CAPS_B_0_ITT,Collaborative care,PTSD,404,B,Control,,140,,Minimally Enhanced Usual Care,Minimally enhanced usual care,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,No,Yes,No,No,Individual,Mixed,198,Structured Clinical Interview,CAPS,CAPS,ITT,Sequential imputation,Linear mixed-effect model,End of Treatment,0,,44.2,,95% CI,41.2,47.1,,-26.8,,,,,,,,,,p<0.0001,,,,,,,,Not meeting criteria for PTSD according to past month CAPS,0.606,,,,,Community,,,1,0.8056,,0.1944,,,Medium,"Meredith LS, Eisenman DP, Han B, et al. Impact of collaborative care for underserved patients with PTSD in primary care: a randomized controlled trial. J Gen Intern Med. 2016 May;31(5):509-17. doi: 10.1007/s11606-016-3588-3. PMID: 26850413.",44675,2019
meredith2016_CAPS_B_Baseline_ITT,Collaborative care,PTSD,404,B,Control,,171,,Minimally Enhanced Usual Care,Minimally enhanced usual care,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,No,Yes,No,No,Individual,Mixed,198,Structured Clinical Interview,CAPS,CAPS,ITT,Sequential imputation,Linear mixed-effect model,Baseline,,,71,,95% CI,67.9,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.8056,,0.1944,,,Medium,"Meredith LS, Eisenman DP, Han B, et al. Impact of collaborative care for underserved patients with PTSD in primary care: a randomized controlled trial. J Gen Intern Med. 2016 May;31(5):509-17. doi: 10.1007/s11606-016-3588-3. PMID: 26850413.",44675,2019
mills2012_CAPS_A_0_ITT,Psychotherapy,PTSD+SUD,103,A,PTSD+SUD,Integrated,41,,COPE + Usual Treatment,Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In person,55,Structured Clinical Interview,CAPS,CAPS,ITT,Markov chain Monte Carlo method of Multiple imputation,Linear mixed-effect model,End of Treatment,0,,67.85,,95% CI,59.93,75.77,,-23.28,,,,,,,,,,,,,,,,,,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.1455,,RCI < -1.96,,,Community,,,1,0.621,,0.379,Mixed,"combat-related, child sexual abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, terrorism/political violence/forced displacement, other (not specified)",Medium,"Mills KL, Teesson M, Back SE, et al. Integrated exposure-based therapy for co-occurring posttraumatic stress disorder and substance dependence: a randomized controlled trial. JAMA. 2012 Aug 15;308(7):690-9. doi: 10.1001/jama.2012.9071. PMID: 22893166..",39123,2020
mills2012_CAPS_A_39_ITT,Psychotherapy,PTSD+SUD,103,A,PTSD+SUD,Integrated,39,,COPE + Usual Treatment,Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In person,55,Structured Clinical Interview,CAPS,CAPS,ITT,Markov chain Monte Carlo method of Multiple imputation,Linear mixed-effect model,Assessment at 6 to <12 Months,39,,52.89,,95% CI,43.72,62.06,,-38.24,,-47.93,-28.54,,,,,,,p<0.001,,,,,,,,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.4364,,RCI < -1.96,0.4909,,Community,,,1,0.621,,0.379,Mixed,"combat-related, child sexual abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, terrorism/political violence/forced displacement, other (not specified)",Medium,"Mills KL, Teesson M, Back SE, et al. Integrated exposure-based therapy for co-occurring posttraumatic stress disorder and substance dependence: a randomized controlled trial. JAMA. 2012 Aug 15;308(7):690-9. doi: 10.1001/jama.2012.9071. PMID: 22893166..",39123,2020
mills2012_CAPS_A_Baseline_ITT,Psychotherapy,PTSD+SUD,103,A,PTSD+SUD,Integrated,55,,COPE + Usual Treatment,Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In person,55,Structured Clinical Interview,CAPS,CAPS,ITT,Markov chain Monte Carlo method of Multiple imputation,Linear mixed-effect model,Baseline,,,91.13,,95% CI,87.03,95.23,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,1,0.621,,0.379,Mixed,"combat-related, child sexual abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, terrorism/political violence/forced displacement, other (not specified)",Medium,"Mills KL, Teesson M, Back SE, et al. Integrated exposure-based therapy for co-occurring posttraumatic stress disorder and substance dependence: a randomized controlled trial. JAMA. 2012 Aug 15;308(7):690-9. doi: 10.1001/jama.2012.9071. PMID: 22893166..",39123,2020
